"Selected Demographic, Cultural, Educational, Labour Force and Income Characteristics (830), Mother Tongue (4), Age Groups (8A) and Sex (3) for the Population of Canada, Provinces, Territories, Census Divisions and Census Subdivisions, 2006 Census - 20% Sample Data"
"Geography = Peterborough [1]"
"Age groups (8A) = Total - Age groups"
"Sex (3) = Total - Sex"
"Selected demographic, cultural, educational, labour force and income characteristics (830)","Total - Mother tongue [2]","  English","  French","  English and French", 
"Total population by age groups [3]",131525,121890,1470,280 
"  0 to 4 years",5705,5475,15,20 
"  5 to 9 years",6465,6270,25,30 
"  10 to 14 years",8355,8020,40,35 
"  15 to 19 years",9280,8955,70,20 
"  20 to 24 years",9395,8885,75,30 
"  25 to 29 years",6590,6205,80,15 
"  30 to 34 years",6425,6060,85,0 
"  35 to 39 years",7420,6980,80,15 
"  40 to 44 years",9600,8910,100,10 
"  45 to 49 years",10460,9775,115,20 
"  50 to 54 years",10325,9560,95,20 
"  55 to 59 years",9850,8895,125,20 
"  60 to 64 years",8100,7245,200,15 
"  65 to 69 years",6330,5530,125,10 
"  70 to 74 years",5930,5140,60,15 
"  75 to 79 years",5050,4360,90,0 
"  80 to 84 years",3665,3195,60,0 
"  85 years and over",2590,2435,25,0 
"Median age [4]",43.3,42.5,52.4,26.1 
"Total population 15 years and over by legal marital status [5]",111000,102130,1390,190 
"  Never legally married (single)",32860,31165,320,90 
"  Legally married (and not separated) [6]",57380,51990,730,45 
"  Separated, but still legally married",4145,3820,55,15 
"  Divorced",8600,7855,140,35 
"  Widowed",8010,7300,145,10 
"Total population 15 years and over by common-law status [7]",111000,102125,1390,190 
"  Not in a common-law relationship",101195,93005,1255,140 
"  In a common-law relationship",9805,9125,140,50 
"Total population by knowledge of official languages [8]",131520,121890,1470,280 
"  English only",122755,115430,135,120 
"  French only",60,15,40,0 
"  English and French",8520,6430,1300,160 
"  Neither English nor French",185,15,0,0 
"Total population by first official language spoken [9]",131520,121895,1470,280 
"  English",129785,121880,130,270 
"  French",1380,15,1340,0 
"  English and French",185,0,0,10 
"  Neither English nor French",175,0,0,0 
"Official language minority - (number) [10]",1475,15,1335,0 
"Official language minority - (percentage) [11]",1.1,0.0,90.8,0.0 
"Total population by language spoken most often at home [12]",131525,121895,1470,280 
"  Single responses",131115,121745,1440,275 
"    English",128235,121630,1140,270 
"    French",355,35,300,0 
"    Non-official languages",2525,85,0,0 
"      Algonquin",0,0,0,0 
"      Atikamekw",0,0,0,0 
"      Blackfoot",0,0,0,0 
"      Carrier",0,0,0,0 
"      Chilcotin",0,0,0,0 
"      Chipewyan",0,0,0,0 
"      Cree",10,0,0,0 
"      Siouan languages (Dakota/Sioux)",0,0,0,0 
"      Dene",0,0,0,0 
"      Dogrib",0,0,0,0 
"      Gitksan",0,0,0,0 
"      Inuinnaqtun",0,0,0,0 
"      Inuktitut, n.i.e.",0,0,0,0 
"      Kutchin-Gwich'in (Loucheux)",0,0,0,0 
"      Malecite",0,0,0,0 
"      Mi'kmaq",0,0,0,0 
"      Mohawk",0,0,0,0 
"      Montagnais-Naskapi",0,0,0,0 
"      Nisga'a",0,0,0,0 
"      North Slave (Hare)",0,0,0,0 
"      Ojibway",35,10,0,0 
"      Oji-Cree",0,0,0,0 
"      Shuswap",0,0,0,0 
"      South Slave",0,0,0,0 
"      Tlingit",0,0,0,0 
"      Italian",175,0,0,0 
"      Portuguese",10,0,0,0 
"      Romanian",25,0,0,0 
"      Spanish",250,0,0,0 
"      Danish",0,0,0,0 
"      Dutch",85,0,0,0 
"      Flemish",0,0,0,0 
"      Frisian",0,0,0,0 
"      German",175,0,0,0 
"      Norwegian",0,0,0,0 
"      Swedish",10,0,0,0 
"      Yiddish",0,0,0,0 
"      Bosnian",0,0,0,0 
"      Bulgarian",10,0,0,0 
"      Croatian",0,0,0,0 
"      Czech",55,0,0,0 
"      Macedonian",0,0,0,0 
"      Polish",340,10,0,0 
"      Russian",30,0,0,0 
"      Serbian",0,0,0,0 
"      Serbo-Croatian",0,0,0,0 
"      Slovak",15,0,0,0 
"      Slovenian",0,0,0,0 
"      Ukrainian",15,0,0,0 
"      Latvian",0,0,0,0 
"      Lithuanian",0,0,0,0 
"      Estonian",10,0,0,0 
"      Finnish",25,0,0,0 
"      Hungarian",15,0,0,0 
"      Greek",40,25,0,0 
"      Armenian",0,0,0,0 
"      Turkish",0,0,0,0 
"      Amharic",0,0,0,0 
"      Arabic",40,0,0,0 
"      Hebrew",0,0,0,0 
"      Maltese",0,0,0,0 
"      Somali",10,0,0,0 
"      Tigrigna",0,0,0,0 
"      Bengali",35,0,0,0 
"      Gujarati",90,10,0,0 
"      Hindi",25,0,0,0 
"      Kurdish",0,0,0,0 
"      Panjabi (Punjabi)",45,0,0,0 
"      Pashto",0,0,0,0 
"      Persian (Farsi)",50,0,0,0 
"      Sindhi",15,0,0,0 
"      Sinhala (Sinhalese)",0,0,0,0 
"      Urdu",40,0,0,0 
"      Malayalam",0,0,0,0 
"      Tamil",25,10,0,0 
"      Telugu",0,0,0,0 
"      Japanese",0,0,0,0 
"      Korean",220,0,0,0 
"      Cantonese",90,0,0,0 
"      Chinese, n.o.s. [13]",125,0,0,0 
"      Mandarin",150,0,0,0 
"      Taiwanese",0,0,0,0 
"      Lao",0,0,0,0 
"      Khmer (Cambodian)",10,0,0,0 
"      Vietnamese",100,0,0,0 
"      Bisayan languages",10,0,0,0 
"      Ilocano",0,0,0,0 
"      Malay",10,0,0,0 
"      Tagalog (Pilipino, Filipino)",10,0,0,0 
"      Akan (Twi)",0,0,0,0 
"      Swahili",0,0,0,0 
"      Creoles",0,0,0,0 
"      Other languages [14]",125,0,0,0 
"  Multiple responses",400,145,30,0 
"    English and French",75,25,30,10 
"    English and non-official language",330,115,0,0 
"    French and non-official language",0,0,0,0 
"    English, French and non-official language",0,0,0,0 
"Total population by language spoken on a regular basis at home [15]",131525,121890,1470,280 
"  None",127490,120735,905,200 
"  Single responses",3940,1120,555,80 
"    English",1025,55,180,0 
"    French",1050,580,375,75 
"    Non-official languages",1865,495,0,0 
"      Algonquin",0,0,0,0 
"      Atikamekw",0,0,0,0 
"      Blackfoot",0,0,0,0 
"      Carrier",0,0,0,0 
"      Chilcotin",0,0,0,0 
"      Chipewyan",0,0,0,0 
"      Cree",10,0,0,0 
"      Siouan languages (Dakota/Sioux)",0,0,0,0 
"      Dene",0,0,0,0 
"      Dogrib",0,0,0,0 
"      Gitksan",0,0,0,0 
"      Inuinnaqtun",0,0,0,0 
"      Inuktitut, n.i.e.",0,0,0,0 
"      Kutchin-Gwich'in (Loucheux)",0,0,0,0 
"      Malecite",0,0,0,0 
"      Mi'kmaq",0,0,0,0 
"      Mohawk",0,0,0,0 
"      Montagnais-Naskapi",0,0,0,0 
"      Nisga'a",0,0,0,0 
"      North Slave (Hare)",0,0,0,0 
"      Ojibway",155,115,0,0 
"      Oji-Cree",0,0,0,0 
"      Shuswap",0,0,0,0 
"      South Slave",0,0,0,0 
"      Tlingit",0,0,0,0 
"      Italian",60,10,0,0 
"      Portuguese",45,15,0,0 
"      Romanian",10,0,0,0 
"      Spanish",80,50,0,0 
"      Danish",25,10,0,0 
"      Dutch",150,20,0,0 
"      Flemish",35,10,0,0 
"      Frisian",0,0,0,0 
"      German",395,60,0,0 
"      Norwegian",0,0,0,0 
"      Swedish",20,10,0,0 
"      Yiddish",10,0,0,0 
"      Bosnian",0,0,0,0 
"      Bulgarian",0,0,0,0 
"      Croatian",0,0,0,0 
"      Czech",30,0,0,0 
"      Macedonian",0,0,0,0 
"      Polish",150,10,0,0 
"      Russian",10,0,0,0 
"      Serbian",0,0,0,0 
"      Serbo-Croatian",0,0,0,0 
"      Slovak",0,0,0,0 
"      Slovenian",15,0,0,0 
"      Ukrainian",10,0,0,0 
"      Latvian",0,0,0,0 
"      Lithuanian",0,0,0,0 
"      Estonian",0,0,0,0 
"      Finnish",40,10,0,0 
"      Hungarian",35,10,0,0 
"      Greek",45,10,0,0 
"      Armenian",10,0,0,0 
"      Turkish",0,0,0,0 
"      Amharic",15,10,0,0 
"      Arabic",0,0,0,0 
"      Hebrew",0,10,0,0 
"      Maltese",10,0,0,0 
"      Somali",0,0,0,0 
"      Tigrigna",0,0,0,0 
"      Bengali",0,0,0,0 
"      Gujarati",20,0,0,0 
"      Hindi",15,15,0,0 
"      Kurdish",0,0,0,0 
"      Panjabi (Punjabi)",10,10,0,0 
"      Pashto",0,0,0,0 
"      Persian (Farsi)",0,0,0,0 
"      Sindhi",0,0,0,0 
"      Sinhala (Sinhalese)",10,0,0,0 
"      Urdu",30,0,0,0 
"      Malayalam",0,0,0,0 
"      Tamil",10,0,0,0 
"      Telugu",0,0,0,0 
"      Japanese",15,0,0,0 
"      Korean",45,20,0,0 
"      Cantonese",20,0,0,0 
"      Chinese, n.o.s. [16]",45,10,0,0 
"      Mandarin",40,0,0,0 
"      Taiwanese",0,0,0,0 
"      Lao",0,0,0,0 
"      Khmer (Cambodian)",10,0,0,0 
"      Vietnamese",15,0,0,0 
"      Bisayan languages",0,0,0,0 
"      Ilocano",0,0,0,0 
"      Malay",10,10,0,0 
"      Tagalog (Pilipino, Filipino)",30,0,0,0 
"      Akan (Twi)",0,0,0,0 
"      Swahili",10,0,0,0 
"      Creoles",0,0,0,0 
"      Other languages [17]",170,65,0,0 
"  Multiple responses",95,35,10,10 
"    English and French",0,0,0,0 
"    English and non-official language",0,0,0,0 
"    French and non-official language",85,30,10,10 
"    English, French and non-official language",0,0,0,0 
"Algonquin - Various non-official languages spoken [18]",0,0,0,0 
"Atikamekw",0,0,0,0 
"Blackfoot",0,0,0,0 
"Carrier",0,0,0,0 
"Chilcotin",0,0,0,0 
"Chipewyan",0,0,0,0 
"Cree",10,0,0,0 
"Siouan languages (Dakota/Sioux)",0,0,0,0 
"Dene",0,0,0,0 
"Dogrib",0,0,0,0 
"Gitksan",0,0,0,0 
"Inuinnaqtun",0,0,0,0 
"Inuktitut, n.i.e.",10,10,0,0 
"Kutchin-Gwich'in (Loucheux)",0,0,0,0 
"Malecite",0,0,0,0 
"Mi'kmaq",0,0,0,0 
"Mohawk",0,0,0,0 
"Montagnais-Naskapi",0,0,0,0 
"Nisga'a",0,0,0,0 
"North Slave (Hare)",0,0,0,0 
"Ojibway",365,230,0,10 
"Oji-Cree",15,0,0,0 
"Shuswap",0,0,0,0 
"South Slave",0,0,0,0 
"Tlingit",0,0,0,0 
"Italian",785,225,10,0 
"Portuguese",200,70,15,0 
"Romanian",55,10,0,0 
"Spanish",1260,710,45,15 
"Danish",100,20,0,0 
"Dutch",1105,140,0,0 
"Flemish",70,10,10,0 
"Frisian",15,0,0,0 
"German",2190,580,20,10 
"Norwegian",10,10,0,0 
"Swedish",85,35,0,0 
"Yiddish",45,10,0,0 
"Bosnian",0,0,0,0 
"Bulgarian",10,0,0,0 
"Croatian",65,0,0,0 
"Czech",135,15,0,0 
"Macedonian",40,0,0,0 
"Polish",790,80,0,0 
"Russian",180,0,0,0 
"Serbian",10,10,0,0 
"Serbo-Croatian",20,0,0,0 
"Slovak",35,0,0,0 
"Slovenian",35,0,0,0 
"Ukrainian",160,20,10,0 
"Latvian",15,0,0,0 
"Lithuanian",25,25,0,0 
"Estonian",45,0,0,0 
"Finnish",145,15,0,0 
"Hungarian",245,20,0,0 
"Greek",250,120,0,0 
"Armenian",15,0,0,0 
"Turkish",20,0,0,0 
"Amharic",15,10,0,0 
"Arabic",110,35,10,0 
"Hebrew",25,0,0,0 
"Maltese",50,20,0,0 
"Somali",10,0,0,0 
"Tigrigna",0,0,0,0 
"Bengali",45,10,0,0 
"Gujarati",145,15,0,0 
"Hindi",290,80,0,0 
"Kurdish",0,0,0,0 
"Panjabi (Punjabi)",105,30,0,0 
"Pashto",40,0,0,0 
"Persian (Farsi)",80,15,0,0 
"Sindhi",15,0,0,0 
"Sinhala (Sinhalese)",0,0,0,0 
"Urdu",115,15,0,0 
"Malayalam",0,0,0,0 
"Tamil",45,10,0,0 
"Telugu",30,0,0,0 
"Japanese",65,20,0,0 
"Korean",280,15,0,0 
"Cantonese",155,20,0,0 
"Chinese, n.o.s. [19]",255,25,0,0 
"Mandarin",225,15,0,0 
"Taiwanese",0,0,0,0 
"Lao",0,0,0,0 
"Khmer (Cambodian)",20,0,0,0 
"Vietnamese",145,0,0,0 
"Bisayan languages",10,0,0,0 
"Ilocano",0,0,0,0 
"Malay",40,15,0,0 
"Tagalog (Pilipino, Filipino)",65,10,0,0 
"Akan (Twi)",0,0,0,0 
"Swahili",20,10,0,0 
"Creoles",0,0,0,0 
"Other languages [20]",730,435,0,0 
"Total population by mobility status 1 year ago [21]",130375,120825,1465,280 
"  Non-movers",112575,104265,1280,175 
"  Movers",17810,16555,185,105 
"    Non-migrants",9865,9250,90,50 
"    Migrants",7940,7310,90,55 
"      Internal migrants",7555,6965,95,40 
"        Intraprovincial migrants",7125,6615,60,40 
"        Interprovincial migrants",425,350,35,0 
"      External migrants",385,345,0,15 
"Total population by mobility status 5 years ago [22]",125775,116380,1455,260 
"  Non-movers",77325,71660,810,80 
"  Movers",48450,44720,645,175 
"    Non-migrants",22545,21290,240,70 
"    Migrants",25905,23425,400,105 
"      Internal migrants",24425,22595,380,110 
"        Intraprovincial migrants",22775,21150,290,110 
"        Interprovincial migrants",1650,1445,85,0 
"      External migrants",1480,830,25,0 
"Total population by citizenship [23]",131525,121890,1470,280 
"  Canadian citizens",128645,120245,1440,280 
"    Canadian citizens under age 18",25585,24760,125,100 
"    Canadian citizens age 18 and over",103060,95490,1310,180 
"  Not Canadian citizens [24]",2875,1645,35,0 
"Total population by immigrant status and place of birth [25]",131525,121890,1470,280 
"  Non-immigrants [26]",118530,114840,1340,270 
"    Born in province of residence",109090,106430,610,215 
"    Born outside province of residence",9440,8410,730,60 
"  Immigrants [27]",12450,6760,130,0 
"    United States of America",1130,1115,0,0 
"    Central America",90,0,10,0 
"    Caribbean and Bermuda",275,230,0,0 
"    South America",215,75,0,0 
"    Europe",8885,4850,85,0 
"      Western Europe",2255,245,60,0 
"      Eastern Europe",1140,80,10,0 
"      Southern Europe",790,85,0,0 
"        Italy",315,25,0,0 
"        Other Southern Europe",475,65,10,0 
"      Northern Europe",4705,4430,0,0 
"        United Kingdom",4335,4285,0,10 
"        Other Northern Europe",375,145,0,0 
"    Africa",240,115,20,0 
"      Western Africa",0,0,0,0 
"      Eastern Africa",145,70,10,0 
"      Northern Africa",65,20,10,0 
"      Central Africa",10,0,0,0 
"      Southern Africa",30,30,0,0 
"    Asia and the Middle East",1495,260,15,0 
"      West Central Asia and the Middle East",175,25,0,0 
"      Eastern Asia",565,55,15,0 
"        China, People's Republic of",330,30,10,10 
"        Hong Kong, Special Administrative Region",35,10,0,0 
"        Other Eastern Asia",205,20,0,0 
"      Southeast Asia",315,40,0,0 
"        Philippines",95,30,0,0 
"        Other Southeast Asia",220,10,0,0 
